3.0,2.99539,1.9411100000000001,2.85243,2.02306,2.83398,1.62292,3.0,2.0376,2.85243,1.82245,2.59755,1.5505499999999999,2.60536,1.61777,2.84356,1.6145800000000001,2.5821199999999997,1.67808,2.56971,1.70326,2.36946,1.52643,2.56811,1.4882900000000001,2.41078,1.5383200000000001,2.21266,1.6591,2.42267,1.45513,2.18641,1.547,3.0
3.0,3.0,1.81171,2.93035,1.6384400000000001,1.89132,1.06403,3.0,1.95451,2.50874,1.32257,2.34432,1.30293,1.48315,1.02485,2.05499,1.37763,2.33109,1.0,1.86849,1.547,1.81944,1.64266,1.79668,1.73431,1.79532,1.81599,1.8096,1.88407,1.83374,1.93712,1.86262,1.97553,2.0
3.0,3.0,1.96635,3.0,2.00485,3.0,1.87938,2.88965,2.01198,2.73082,2.05346,2.85443,2.00827,2.54591,2.00299,2.8377499999999998,1.86356,2.75535,1.9146,2.70887,1.72498,2.43385,1.87938,2.5752800000000002,1.5977999999999999,2.58984,1.77855,2.431,1.82635,2.60436,1.7582,2.56045,1.61762,3.0
3.0,3.0,1.54839,3.0,3.0,2.71216,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.14516,2.54094,1.6067,1.0,1.45533,1.3002500000000001,3.0,2.0,2.0,3.0,2.90695,2.51613,3.0,3.0,1.79901,2.25682,3.0,1.67618,3.0,2.0
3.0,3.0,1.97599,2.9414,2.06531,2.9210599999999998,1.76745,2.7715199999999998,1.83601,2.52798,1.79725,2.56409,1.99288,2.34395,1.72543,2.5294,1.7822,2.45107,1.82187,2.05982,1.64425,2.02309,1.4712100000000001,2.03286,1.34842,2.1329,1.46794,2.02431,1.3780299999999999,1.94293,1.40427,1.95392,1.34303,3.0
3.0,2.02337,1.99408,1.90076,1.88051,1.99237,1.88176,2.14706,2.06637,2.03786,1.93698,2.0,2.0,1.95428,1.8446,1.99657,1.89804,1.88425,1.94586,2.01838,2.03669,2.01519,2.00888,2.03513,1.98465,1.9676,2.09223,1.92141,2.00732,2.0,2.0,1.99961,2.12011,2.0
3.0,2.97588,1.89398,2.9460100000000002,1.792,2.92806,1.7165,2.85996,1.72658,2.79766,1.52071,2.78225,1.4923600000000001,2.74628,1.38564,2.57945,1.31914,2.37852,1.26359,2.3632400000000002,1.23438,2.31898,1.20247,2.22792,1.1836600000000002,2.13659,1.1749,2.04606,1.17605,1.95738,1.18682,1.86168,1.19025,3.0
2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
3.0,2.96355,1.92802,3.0,1.85667,3.0,1.78687,3.0,1.63826,2.9257,1.5643099999999999,2.9451,1.59332,2.90392,1.53619,2.98305,1.64743,2.84537,1.3397999999999999,2.75346,1.39411,2.69637,1.35775,2.85106,1.3456000000000001,2.57577,1.30288,2.25435,1.3608099999999999,2.45114,1.2722099999999998,2.38895,1.2658,3.0
3.0,1.98136,1.91541,2.0,2.0,2.0,2.0,2.1147,1.7319,1.54337,1.61828,2.0,2.0,1.66344,2.38602,1.62867,2.15018,2.63728,2.22115,2.0,2.0,2.0,2.0,1.8519700000000001,1.98674,2.20645,1.97706,2.0,2.0,2.16595,2.24086,1.91792,2.38065,2.0
